"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KAZ","Kazakhstan","2015","2015",96617,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MHL","Marshall Islands","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","NIU","Niue","2015","2015",43,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ISR","Israel","2015","2015",146132,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BHS","Bahamas","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","NPL","Nepal","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","NZL","New Zealand","2015","2015",75532.35155,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SUR","Suriname","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","VGB","British Virgin Islands","2015","2015",633,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SWE","Sweden","2015","2015",156793,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","URY","Uruguay","2015","2015",54231,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MNE","Montenegro","2015","2015",4045,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","DMA","Dominica","2015","2015",140,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CMR","Cameroon","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ERI","Eritrea","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","DNK","Denmark","2015","2015",104058,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ROU","Romania","2015","2015",18612,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","HRV","Croatia","2015","2015",23192,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KWT","Kuwait","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","JAM","Jamaica","2015","2015",12643,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","IND","India","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","NOR","Norway","2015","2015",99999,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SLE","Sierra Leone","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BTN","Bhutan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","DOM","Dominican Republic","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","AND","Andorra","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BRN","Brunei Darussalam","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","JPN","Japan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LTU","Lithuania","2015","2015",20038,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CPV","Cabo Verde","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","RUS","Russian Federation","2015","2015",1037594,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","AUS","Australia","2015","2015",504720,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SVK","Slovakia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BLZ","Belize","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","NER","Niger","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MLI","Mali","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MEX","Mexico","2015","2015",244996,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BWA","Botswana","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SEN","Senegal","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SLB","Solomon Islands","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ISL","Iceland","2015","2015",6184,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MAR","Morocco","2015","2015",5906,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BDI","Burundi","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LBR","Liberia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","QAT","Qatar","2015","2015",6065,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","VNM","Viet Nam","2015","2015",661877,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","COD","Democratic Republic of the Congo","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CRI","Costa Rica","2015","2015",7869,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KEN","Kenya","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","UKR","Ukraine","2015","2015",200948,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BEN","Benin","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","FSM","Micronesia (Federated States of)","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","DZA","Algeria","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TON","Tonga","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KIR","Kiribati","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MRT","Mauritania","2015","2015",,"n","Magnitude nil or negligible"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BMU","Bermuda","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","UGA","Uganda","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MWI","Malawi","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","UZB","Uzbekistan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CUB","Cuba","2015","2015",328492,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",1136,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LKA","Sri Lanka","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TUV","Tuvalu","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","GHA","Ghana","2015","2015",334399,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SRB","Serbia","2015","2015",37701,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ARM","Armenia","2015","2015",,"a","Category not applicable"
"20070","Enrolment in upper secondary education, both sexes (number)","PRK","Democratic People's Republic of Korea","2015","2015",1100278,,
"20064","Enrolment in lower secondary education, both sexes (number)","PRK","Democratic People's Republic of Korea","2015","2015",1048086,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","KIR","Kiribati","2015","2015",,"a","Category not applicable"
"20062","Enrolment in primary education, both sexes (number)","PRK","Democratic People's Republic of Korea","2015","2015",1357606,,
"20082","Enrolment in secondary education, both sexes (number)","PRK","Democratic People's Republic of Korea","2015","2015",2148364,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","PRK","Democratic People's Republic of Korea","2015","2015",565350,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SSD","South Sudan","2015","2015",1116,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SXM","Sint Maarten (Dutch part)","2015","2015",194,,
"40055","Enrolment in early childhood education, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",161080,,
"40055","Enrolment in early childhood education, both sexes (number)","BEN","Benin","2015","2015",151732,,
"40055","Enrolment in early childhood education, both sexes (number)","UZB","Uzbekistan","2015","2015",620769,,
"40055","Enrolment in early childhood education, both sexes (number)","BHR","Bahrain","2015","2015",35423,,
"40055","Enrolment in early childhood education, both sexes (number)","JAM","Jamaica","2015","2015",127497,,
"40055","Enrolment in early childhood education, both sexes (number)","UKR","Ukraine","2015","2015",1294891,,
"40055","Enrolment in early childhood education, both sexes (number)","MNG","Mongolia","2015","2015",206636,,
"40055","Enrolment in early childhood education, both sexes (number)","KEN","Kenya","2015","2015",3167856,,
"40055","Enrolment in early childhood education, both sexes (number)","VNM","Viet Nam","2015","2015",4416852,,
"40055","Enrolment in early childhood education, both sexes (number)","BLR","Belarus","2015","2015",399495,,
"40055","Enrolment in early childhood education, both sexes (number)","CYP","Cyprus","2015","2015",29669,,
"40055","Enrolment in early childhood education, both sexes (number)","LCA","Saint Lucia","2015","2015",4743,,
"40055","Enrolment in early childhood education, both sexes (number)","TJK","Tajikistan","2015","2015",85777,,
"40055","Enrolment in early childhood education, both sexes (number)","CIV","Côte d'Ivoire","2015","2015",144128,,
"40055","Enrolment in early childhood education, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",331285,,
"40055","Enrolment in early childhood education, both sexes (number)","DJI","Djibouti","2015","2015",1856,,
"40055","Enrolment in early childhood education, both sexes (number)","MDG","Madagascar","2015","2015",378379,,
"40055","Enrolment in early childhood education, both sexes (number)","MDV","Maldives","2015","2015",23412,,
"40055","Enrolment in early childhood education, both sexes (number)","TON","Tonga","2015","2015",2254,,
"40055","Enrolment in early childhood education, both sexes (number)","BFA","Burkina Faso","2015","2015",73081,,
"40055","Enrolment in early childhood education, both sexes (number)","LIE","Liechtenstein","2015","2015",798,,
"40055","Enrolment in early childhood education, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",178119,,
"40055","Enrolment in early childhood education, both sexes (number)","GIN","Guinea","2015","2015",152093,,
"40055","Enrolment in early childhood education, both sexes (number)","SLE","Sierra Leone","2015","2015",59642,,
"40055","Enrolment in early childhood education, both sexes (number)","DNK","Denmark","2015","2015",291683,,
"40055","Enrolment in early childhood education, both sexes (number)","ISL","Iceland","2015","2015",20064,,
"40055","Enrolment in early childhood education, both sexes (number)","SLB","Solomon Islands","2015","2015",48509,,
"40055","Enrolment in early childhood education, both sexes (number)","JPN","Japan","2015","2015",2874837,,
"40055","Enrolment in early childhood education, both sexes (number)","DEU","Germany","2015","2015",3014045.5,,
"40055","Enrolment in early childhood education, both sexes (number)","CHL","Chile","2015","2015",770389,,
"40055","Enrolment in early childhood education, both sexes (number)","PSE","Palestine","2015","2015",134876,,
"40055","Enrolment in early childhood education, both sexes (number)","CMR","Cameroon","2015","2015",522429,,
"40055","Enrolment in early childhood education, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",14552,,
"40055","Enrolment in early childhood education, both sexes (number)","PAN","Panama","2015","2015",117758,,
"40055","Enrolment in early childhood education, both sexes (number)","CHN","China","2015","2015",40507145,,
"40055","Enrolment in early childhood education, both sexes (number)","CPV","Cabo Verde","2015","2015",23316,,
"40055","Enrolment in early childhood education, both sexes (number)","MLI","Mali","2015","2015",96627,,
"40055","Enrolment in early childhood education, both sexes (number)","TCD","Chad","2015","2015",11384,,
"40055","Enrolment in early childhood education, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",175492,,
"40055","Enrolment in early childhood education, both sexes (number)","PER","Peru","2015","2015",1665960,,
"40055","Enrolment in early childhood education, both sexes (number)","JOR","Jordan","2015","2015",118386,,
"40055","Enrolment in early childhood education, both sexes (number)","HRV","Croatia","2015","2015",133764,,
"40055","Enrolment in early childhood education, both sexes (number)","LSO","Lesotho","2015","2015",53530,,
"40055","Enrolment in early childhood education, both sexes (number)","ROU","Romania","2015","2015",578177,,
"40055","Enrolment in early childhood education, both sexes (number)","NPL","Nepal","2015","2015",1014339,,
"40055","Enrolment in early childhood education, both sexes (number)","VGB","British Virgin Islands","2015","2015",1491,,
"40055","Enrolment in early childhood education, both sexes (number)","BMU","Bermuda","2015","2015",440,,
"40055","Enrolment in early childhood education, both sexes (number)","MNE","Montenegro","2015","2015",17091,,
"40055","Enrolment in early childhood education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",2035420,,
"40055","Enrolment in early childhood education, both sexes (number)","AND","Andorra","2015","2015",2427,,
"40055","Enrolment in early childhood education, both sexes (number)","DMA","Dominica","2015","2015",1843,,
"40055","Enrolment in early childhood education, both sexes (number)","IND","India","2015","2015",9260581,,
"40055","Enrolment in early childhood education, both sexes (number)","SWE","Sweden","2015","2015",599719,,
"40055","Enrolment in early childhood education, both sexes (number)","TGO","Togo","2015","2015",115105,,
"40055","Enrolment in early childhood education, both sexes (number)","BEL","Belgium","2015","2015",461070,,
"40055","Enrolment in early childhood education, both sexes (number)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"40055","Enrolment in early childhood education, both sexes (number)","CHE","Switzerland","2015","2015",168860,,
"40055","Enrolment in early childhood education, both sexes (number)","QAT","Qatar","2015","2015",48680,,
"40055","Enrolment in early childhood education, both sexes (number)","MEX","Mexico","2015","2015",5059882,,
"40055","Enrolment in early childhood education, both sexes (number)","SVK","Slovakia","2015","2015",161906,,
"40055","Enrolment in early childhood education, both sexes (number)","GTM","Guatemala","2015","2015",559864,,
"40055","Enrolment in early childhood education, both sexes (number)","THA","Thailand","2015","2015",2713883,,
"40055","Enrolment in early childhood education, both sexes (number)","CUB","Cuba","2015","2015",696120,,
"40055","Enrolment in early childhood education, both sexes (number)","GHA","Ghana","2015","2015",2101114,,
"40055","Enrolment in early childhood education, both sexes (number)","LBN","Lebanon","2015","2015",188334,,
"40055","Enrolment in early childhood education, both sexes (number)","RUS","Russian Federation","2015","2015",6813627,,
"40055","Enrolment in early childhood education, both sexes (number)","NOR","Norway","2015","2015",286414,,
"40055","Enrolment in early childhood education, both sexes (number)","BRA","Brazil","2015","2015",7972230,,
"40055","Enrolment in early childhood education, both sexes (number)","ECU","Ecuador","2015","2015",686176,,
"40055","Enrolment in early childhood education, both sexes (number)","AUT","Austria","2015","2015",289858,,
"40055","Enrolment in early childhood education, both sexes (number)","CZE","Czechia","2015","2015",371690,,
"40055","Enrolment in early childhood education, both sexes (number)","WSM","Samoa","2015","2015",4131,,
"40055","Enrolment in early childhood education, both sexes (number)","MKD","North Macedonia","2015","2015",30107,,
"40055","Enrolment in early childhood education, both sexes (number)","MYS","Malaysia","2015","2015",934418,,
"40055","Enrolment in early childhood education, both sexes (number)","BGR","Bulgaria","2015","2015",241123,,
"40055","Enrolment in early childhood education, both sexes (number)","FRA","France","2015","2015",2595862,,
"40055","Enrolment in early childhood education, both sexes (number)","SAU","Saudi Arabia","2015","2015",373534,,
"40055","Enrolment in early childhood education, both sexes (number)","SVN","Slovenia","2015","2015",84750,,
"40055","Enrolment in early childhood education, both sexes (number)","KAZ","Kazakhstan","2015","2015",948874,,
"40055","Enrolment in early childhood education, both sexes (number)","ETH","Ethiopia","2015","2015",2513127,,
"40055","Enrolment in early childhood education, both sexes (number)","IRN","Iran (Islamic Republic of)","2015","2015",672021,,
"40055","Enrolment in early childhood education, both sexes (number)","URY","Uruguay","2015","2015",185497,,
"40055","Enrolment in early childhood education, both sexes (number)","GNQ","Equatorial Guinea","2015","2015",42108,,
"40055","Enrolment in early childhood education, both sexes (number)","HUN","Hungary","2015","2015",325010,,
"40055","Enrolment in early childhood education, both sexes (number)","ISR","Israel","2015","2015",662527,,
"40055","Enrolment in early childhood education, both sexes (number)","MCO","Monaco","2015","2015",989,,
"40055","Enrolment in early childhood education, both sexes (number)","MUS","Mauritius","2015","2015",32024,,
"40055","Enrolment in early childhood education, both sexes (number)","CRI","Costa Rica","2015","2015",120723,,
"40055","Enrolment in early childhood education, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",1600900,,
"40055","Enrolment in early childhood education, both sexes (number)","BLZ","Belize","2015","2015",7505,,
"40055","Enrolment in early childhood education, both sexes (number)","MAR","Morocco","2015","2015",735582,,
"40055","Enrolment in early childhood education, both sexes (number)","COD","Democratic Republic of the Congo","2015","2015",338658,,
"40055","Enrolment in early childhood education, both sexes (number)","SLV","El Salvador","2015","2015",243640,,
"40055","Enrolment in early childhood education, both sexes (number)","BRN","Brunei Darussalam","2015","2015",13301,,
"40055","Enrolment in early childhood education, both sexes (number)","NER","Niger","2015","2015",152629,,
"40055","Enrolment in early childhood education, both sexes (number)","FIN","Finland","2015","2015",245851,,
"40055","Enrolment in early childhood education, both sexes (number)","AUS","Australia","2015","2015",898123,,
"40055","Enrolment in early childhood education, both sexes (number)","DOM","Dominican Republic","2015","2015",281008,,
"40055","Enrolment in early childhood education, both sexes (number)","STP","Sao Tome and Principe","2015","2015",8610,,
"40055","Enrolment in early childhood education, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",2786,,
"40055","Enrolment in early childhood education, both sexes (number)","EST","Estonia","2015","2015",68812,,
"40055","Enrolment in early childhood education, both sexes (number)","BDI","Burundi","2015","2015",86185,,
"40055","Enrolment in early childhood education, both sexes (number)","TUN","Tunisia","2015","2015",238208,,
"40055","Enrolment in early childhood education, both sexes (number)","MLT","Malta","2015","2015",9217,,
"40055","Enrolment in early childhood education, both sexes (number)","ARG","Argentina","2015","2015",1755943,,
"40055","Enrolment in early childhood education, both sexes (number)","AZE","Azerbaijan","2015","2015",129353,,
"40055","Enrolment in early childhood education, both sexes (number)","TUV","Tuvalu","2015","2015",758,,
"40055","Enrolment in early childhood education, both sexes (number)","MRT","Mauritania","2015","2015",36182,,
"40055","Enrolment in early childhood education, both sexes (number)","BGD","Bangladesh","2015","2015",2864877,,
"40055","Enrolment in early childhood education, both sexes (number)","PHL","Philippines","2015","2015",2211846,,
"40055","Enrolment in early childhood education, both sexes (number)","ITA","Italy","2015","2015",1637110,,
"40055","Enrolment in early childhood education, both sexes (number)","NZL","New Zealand","2015","2015",193139.31503,,
"40055","Enrolment in early childhood education, both sexes (number)","MDA","Republic of Moldova","2015","2015",147733,,
"40055","Enrolment in early childhood education, both sexes (number)","COK","Cook Islands","2015","2015",514,,
"40055","Enrolment in early childhood education, both sexes (number)","PRI","Puerto Rico","2015","2015",85582,,
"40055","Enrolment in early childhood education, both sexes (number)","LUX","Luxembourg","2015","2015",16751,,
"40055","Enrolment in early childhood education, both sexes (number)","SUR","Suriname","2015","2015",18162,,
"40055","Enrolment in early childhood education, both sexes (number)","BTN","Bhutan","2015","2015",5894,,
"40055","Enrolment in early childhood education, both sexes (number)","LTU","Lithuania","2015","2015",122333,,
"40055","Enrolment in early childhood education, both sexes (number)","KWT","Kuwait","2015","2015",80853,,
"40055","Enrolment in early childhood education, both sexes (number)","BWA","Botswana","2015","2015",33425,,
"40055","Enrolment in early childhood education, both sexes (number)","PRT","Portugal","2015","2015",264660,,
"40055","Enrolment in early childhood education, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",1069823,,
"40055","Enrolment in early childhood education, both sexes (number)","IRL","Ireland","2015","2015",71098,,
"40055","Enrolment in early childhood education, both sexes (number)","KOR","Republic of Korea","2015","2015",1981445,,
"40055","Enrolment in early childhood education, both sexes (number)","NLD","Netherlands","2015","2015",511579,,
"40055","Enrolment in early childhood education, both sexes (number)","ESP","Spain","2015","2015",1842383,,
"40055","Enrolment in early childhood education, both sexes (number)","TUR","Turkey","2015","2015",1158826,,
"40055","Enrolment in early childhood education, both sexes (number)","BHS","Bahamas","2015","2015",3397,,
"40055","Enrolment in early childhood education, both sexes (number)","BIH","Bosnia and Herzegovina","2015","2015",21490,,
"40055","Enrolment in early childhood education, both sexes (number)","ERI","Eritrea","2015","2015",42122,,
"40055","Enrolment in early childhood education, both sexes (number)","HND","Honduras","2015","2015",229396,,
"40055","Enrolment in early childhood education, both sexes (number)","MHL","Marshall Islands","2015","2015",1205,,
"40055","Enrolment in early childhood education, both sexes (number)","FSM","Micronesia (Federated States of)","2015","2015",2264,,
"40055","Enrolment in early childhood education, both sexes (number)","OMN","Oman","2015","2015",75395,,
"40055","Enrolment in early childhood education, both sexes (number)","RWA","Rwanda","2015","2015",183658,,
"40055","Enrolment in early childhood education, both sexes (number)","VCT","Saint Vincent and the Grenadines","2015","2015",3342,,
"40055","Enrolment in early childhood education, both sexes (number)","SEN","Senegal","2015","2015",208520,,
"40055","Enrolment in early childhood education, both sexes (number)","SYC","Seychelles","2015","2015",2986,,
"40055","Enrolment in early childhood education, both sexes (number)","LKA","Sri Lanka","2015","2015",319773,,
"40055","Enrolment in early childhood education, both sexes (number)","SDN","Sudan","2015","2015",996765,,
"40055","Enrolment in early childhood education, both sexes (number)","TLS","Timor-Leste","2015","2015",18983,,
"40055","Enrolment in early childhood education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",1151,,
"40055","Enrolment in early childhood education, both sexes (number)","UGA","Uganda","2015","2015",477123,,
"40055","Enrolment in early childhood education, both sexes (number)","SSD","South Sudan","2015","2015",110824,,
"40055","Enrolment in early childhood education, both sexes (number)","LBR","Liberia","2015","2015",625098,,
"40055","Enrolment in early childhood education, both sexes (number)","SRB","Serbia","2015","2015",192005,,
"40055","Enrolment in early childhood education, both sexes (number)","ARM","Armenia","2015","2015",64959,,
"40055","Enrolment in early childhood education, both sexes (number)","PRK","Democratic People's Republic of Korea","2015","2015",951514,,
"40055","Enrolment in early childhood education, both sexes (number)","MWI","Malawi","2015","2015",1360619,,
"20082","Enrolment in secondary education, both sexes (number)","SSD","South Sudan","2015","2015",164135,,
"20060","Enrolment in pre-primary education, both sexes (number)","MWI","Malawi","2015","2015",1360619,,
"40055","Enrolment in early childhood education, both sexes (number)","NIU","Niue","2015","2015",70,,
"20070","Enrolment in upper secondary education, both sexes (number)","SSD","South Sudan","2015","2015",56481,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","AGO","Angola","2015","2015",,"a","Category not applicable"
"40055","Enrolment in early childhood education, both sexes (number)","PAK","Pakistan","2015","2015",6829979,,
